ID,Attrition
1,0.05959051102399826
2,0.03787735477089882
3,0.03787735477089882
4,0.1128118708729744
5,0.0610869936645031
6,0.05488637462258339
7,0.12844350934028625
8,0.0025880676694214344
9,0.03787735477089882
10,0.03787735477089882
11,0.042094774544239044
12,0.042094774544239044
13,0.03787735477089882
14,0.03787735477089882
15,0.0036349636502563953
16,0.03787735477089882
17,0.5039040446281433
18,0.0025880676694214344
19,0.03787735477089882
20,0.004137448035180569
21,0.03787735477089882
22,0.022631850093603134
23,0.05476079508662224
24,0.05476079508662224
25,0.009349822998046875
26,0.03787735477089882
27,0.042094774544239044
28,0.5542882680892944
29,0.07795418798923492
30,0.0033174583222717047
31,0.5230668187141418
32,0.07600365579128265
33,0.002814939944073558
34,0.006583043374121189
35,0.005222184117883444
36,0.2637247145175934
37,0.5241249203681946
38,0.04818735644221306
39,0.04818735644221306
40,0.07600365579128265
41,0.49795833230018616
42,0.03787735477089882
43,0.005222184117883444
44,0.03787735477089882
45,0.2910972535610199
46,0.047913212329149246
47,0.060469456017017365
48,0.047913212329149246
49,0.042094774544239044
50,0.0610869936645031
51,0.047913212329149246
52,0.03787735477089882
53,0.0610869936645031
54,0.0035764488857239485
55,0.006756203714758158
56,0.04818735644221306
57,0.0036349636502563953
58,0.006756203714758158
59,0.12019116431474686
60,0.0026129994075745344
61,0.00530242919921875
62,0.03787735477089882
63,0.005222184117883444
64,0.05315283313393593
65,0.03787735477089882
66,0.022631850093603134
67,0.047913212329149246
68,0.005963053088635206
69,0.0588834285736084
70,0.03787735477089882
71,0.042094774544239044
72,0.042094774544239044
73,0.004137448035180569
74,0.002390623092651367
75,0.03787735477089882
76,0.03787735477089882
77,0.05315283313393593
78,0.05488637462258339
79,0.04818735644221306
80,0.007701430935412645
81,0.08087018877267838
82,0.04818735644221306
83,0.06922554969787598
84,0.006859745364636183
85,0.06709786504507065
86,0.005222184117883444
87,0.10023076087236404
88,0.004437786992639303
89,0.03787735477089882
90,0.047913212329149246
91,0.042094774544239044
92,0.05476079508662224
93,0.06328099220991135
94,0.005579846445471048
95,0.0040954179130494595
96,0.042094774544239044
97,0.005843468941748142
98,0.0685645192861557
99,0.03787735477089882
100,0.03787735477089882
101,0.0030973979737609625
102,0.04818735644221306
103,0.32274919748306274
104,0.03787735477089882
105,0.03787735477089882
106,0.03787735477089882
107,0.5225087404251099
108,0.005222184117883444
109,0.056376662105321884
110,0.03787735477089882
111,0.09734184294939041
112,0.11140816658735275
113,0.007409163750708103
114,0.042094774544239044
115,0.0588834285736084
116,0.005843468941748142
117,0.2084255963563919
118,0.04818735644221306
119,0.04818735644221306
120,0.04818735644221306
121,0.05460095405578613
122,0.0033528804779052734
123,0.04818735644221306
124,0.021408557891845703
125,0.03787735477089882
126,0.07685048133134842
127,0.021408557891845703
128,0.5529612898826599
129,0.04818735644221306
130,0.04818735644221306
131,0.056108951568603516
132,0.21975448727607727
133,0.006756203714758158
134,0.006859745364636183
135,0.027466604486107826
136,0.04818735644221306
137,0.056376662105321884
138,0.03787735477089882
139,0.026747193187475204
140,0.005933148320764303
141,0.06908436864614487
142,0.05476079508662224
143,0.04818735644221306
144,0.38356342911720276
145,0.06709786504507065
146,0.04818735644221306
147,0.0033528804779052734
148,0.05315283313393593
149,0.04338390380144119
150,0.03787735477089882
151,0.021408557891845703
152,0.03787735477089882
153,0.005623919423669577
154,0.00570525461807847
155,0.05460095405578613
156,0.004823037423193455
157,0.03787735477089882
158,0.5530766248703003
159,0.0046307360753417015
160,0.5339667201042175
161,0.007793358527123928
162,0.029017789289355278
163,0.006756203714758158
164,0.04818735644221306
165,0.28242453932762146
166,0.09306812286376953
167,0.5543971061706543
168,0.0035829544067382812
169,0.17151795327663422
170,0.03787735477089882
171,0.03787735477089882
172,0.03787735477089882
173,0.508446455001831
174,0.047913212329149246
175,0.0028975349850952625
176,0.12577377259731293
177,0.006792511325329542
178,0.05988645553588867
179,0.06887544691562653
180,0.06709786504507065
